"state","county","dropout","hs_diploma","some_college","four_year_degree","dropout_percent","hs_diploma_percent","some_college_percent","four_year_degree_percent","region","region_num","resident_count","avg_annual_pay","metro","avg_home_value"
"TX","Guadalupe County","11,499","31,336","30,548","27,891",11.4,30.9,30.2,27.5,"South","2",2206,44438.01,"San Antonio-New Braunfels",224048.916666667
"TX","Hale County","4,976","7,081","5,382","3,454",23.8,33.9,25.8,16.5,"South","2",889,37633.01,"Plainview",77879.6666666667
"TX","Hall County","503","600","682","299",24.1,28.8,32.7,14.3,"South","2",127,28510.01,"",45079.5833333333
"TX","Hamilton County","1,095","2,000","1,542","1,288",18.5,33.8,26,21.7,"South","2",263,36599.01,"",99571.4166666667
"TX","Hardin County","4,588","14,891","12,548","5,765",12.1,39.4,33.2,15.3,"South","2",902,42903.01,"Beaumont-Port Arthur",168028.75
"TX","Harris County","557,077","678,269","782,296","905,727",19.1,23.2,26.8,31,"South","2",116309,70558.01,"Houston-The Woodlands-Sugar Land",189334
"TX","Harrison County","6,591","15,027","13,781","8,360",15.1,34.3,31.5,19.1,"South","2",1380,49400.01,"Marshall",131082
"TX","Haskell County","1,145","1,421","1,000","552",27.8,34.5,24.3,13.4,"South","2",226,36605.01,"",57729
"TX","Hays County","12,773","27,163","36,131","45,518",10.5,22.3,29.7,37.4,"South","2",4424,40318.01,"Austin-Round Rock",274546.333333333
"TX","Henderson County","9,317","19,091","17,861","10,306",16.5,33.7,31.6,18.2,"South","2",1517,37208.01,"Athens",141202.333333333
"TX","Hidalgo County","168,031","109,847","108,503","86,872",35.5,23.2,22.9,18.4,"South","2",12612,34363.01,"McAllen-Edinburg-Mission",106616.833333333
"TX","Hill County","4,257","8,357","7,400","4,132",17.6,34.6,30.6,17.1,"South","2",774,41027.01,"",99898.1666666667
"TX","Hockley County","3,447","3,818","5,082","2,007",24,26.6,35.4,14,"South","2",644,53790.01,"Levelland",109870.583333333
"TX","Hood County","4,357","12,296","13,663","10,698",10.6,30,33.3,26.1,"South","2",1450,43893.01,"Dallas-Fort Worth-Arlington",231431.916666667
"TX","Houston County","3,295","6,157","4,880","2,360",19.7,36.9,29.2,14.1,"South","2",879,49460.01,"",101197.333333333
"TX","Howard County","5,200","8,382","8,318","3,070",20.8,33.6,33.3,12.3,"South","2",934,51178.01,"Big Spring",115403.416666667
"TX","Hunt County","9,138","21,259","18,753","11,792",15,34.9,30.8,19.3,"South","2",1514,52234.01,"Dallas-Fort Worth-Arlington",157088.416666667
"TX","Hutchinson County","2,052","4,728","5,414","1,947",14.5,33.4,38.3,13.8,"South","2",495,61233.01,"Borger",67869.3333333333
"TX","Jack County","1,208","2,406","1,693","766",19.9,39.6,27.9,12.6,"South","2",250,60768.01,"",103369.416666667
"TX","Jackson County","1,651","3,243","3,359","1,587",16.8,33,34.1,16.1,"South","2",440,44782.01,"",119793
"TX","Jasper County","3,686","10,681","6,615","2,965",15.4,44.6,27.6,12.4,"South","2",644,41134.01,"",109406.333333333
"TX","Jefferson County","27,058","55,151","53,962","33,160",16,32.6,31.9,19.6,"South","2",5875,57522.01,"Beaumont-Port Arthur",106101.75
"TX","Jim Wells County","6,543","9,449","6,495","3,266",25.4,36.7,25.2,12.7,"South","2",894,46969.01,"Alice",144336.5
"TX","Johnson County","16,223","36,008","34,875","19,545",15.2,33.8,32.7,18.3,"South","2",3275,44877.01,"Dallas-Fort Worth-Arlington",201447.666666667
"TX","Jones County","3,181","5,923","3,922","1,689",21.6,40.3,26.7,11.5,"South","2",339,38185.01,"Abilene",93580.8333333333
"TX","Karnes County","2,498","3,840","2,631","1,511",23.8,36.6,25.1,14.4,"South","2",401,55016.01,"",106082.166666667
"TX","Kaufman County","10,550","25,276","24,654","15,799",13.8,33.1,32.3,20.7,"South","2",2054,42759.01,"Dallas-Fort Worth-Arlington",215932.583333333
"TX","Kendall County","1,985","6,088","8,908","11,768",6.9,21.2,31,40.9,"South","2",1521,49971.01,"San Antonio-New Braunfels",367111.416666667
"TX","Kerr County","4,279","10,207","13,169","9,496",11.5,27.5,35.4,25.6,"South","2",1511,41998.01,"Kerrville",220186.833333333
"TX","Kimble County","509","1,008","1,008","715",15.7,31.1,31.1,22.1,"South","2",180,30911.01,"",89008.5
"TX","Kinney County","731","979","772","265",26.6,35.6,28.1,9.6,"South","2",77,45606.01,"",72146.1666666667
"TX","Kleberg County","3,598","4,350","5,028","4,287",20.8,25.2,29.1,24.8,"South","2",645,38089.01,"Kingsville",100130.416666667
"TX","Lamar County","5,201","11,329","11,230","5,916",15.4,33.6,33.3,17.6,"South","2",1254,41695.01,"Paris",104094.833333333
"TX","Lamb County","2,167","2,720","2,133","1,331",25.9,32.6,25.5,15.9,"South","2",445,40780.01,"",47023.8333333333
"TX","Lampasas County","1,362","4,052","6,121","2,881",9.4,28.1,42.5,20,"South","2",436,34888.01,"Killeen-Temple",175136.75
"TX","Lavaca County","2,022","5,654","3,762","2,294",14.7,41.2,27.4,16.7,"South","2",511,39272.01,"",157236.666666667
"TX","Lee County","1,865","4,253","3,618","1,836",16.1,36.8,31.3,15.9,"South","2",436,50118.01,"",196116.166666667
"TX","Leon County","2,117","4,664","3,277","1,967",17.6,38.8,27.3,16.4,"South","2",428,53551.01,"",156213.5
"TX","Liberty County","12,071","20,993","15,267","5,056",22.6,39.3,28.6,9.5,"South","2",1181,46375.01,"Houston-The Woodlands-Sugar Land",139713.75
"TX","Limestone County","3,040","5,611","5,188","2,260",18.9,34.9,32.2,14,"South","2",400,43681.01,"",98635
"TX","Live Oak County","1,828","3,028","2,775","1,156",20.8,34.5,31.6,13.2,"South","2",310,55304.01,"",131691.75
"TX","Llano County","2,321","4,295","5,695","4,251",14,25.9,34.4,25.7,"South","2",546,37388.01,"",267951.583333333
"TX","Lubbock County","25,227","46,606","54,067","51,557",14.2,26.3,30.5,29.1,"South","2",7659,43951.01,"Lubbock",140678.75
"TX","Madison County","1,939","3,754","2,675","1,321",20,38.7,27.6,13.6,"South","2",294,38112.01,"",151837.75
"TX","Marion County","1,250","3,083","2,114","1,126",16.5,40.7,27.9,14.9,"South","2",160,33565.01,"",123816.25
"TX","Martin County","755","1,023","842","670",22.9,31.1,25.6,20.4,"South","2",220,54456.01,"Midland",193767
"TX","Matagorda County","5,250","7,643","7,223","4,028",21.7,31.7,29.9,16.7,"South","2",858,56438.01,"Bay City",144668
"TX","Maverick County","13,145","7,141","8,239","4,081",40.3,21.9,25.3,12.5,"South","2",882,34102.01,"Eagle Pass",129835.083333333
"TX","McCulloch County","1,139","1,741","1,749","1,086",19.9,30.5,30.6,19,"South","2",283,42226.01,"",112536
"TX","McLennan County","23,575","41,380","49,587","35,492",15.7,27.6,33.1,23.7,"South","2",5342,46345.01,"Waco",154954.083333333
"TX","Medina County","5,601","10,189","10,645","6,527",17,30.9,32.3,19.8,"South","2",853,37513.01,"San Antonio-New Braunfels",216820.25
"TX","Midland County","16,562","26,517","31,353","28,049",16.2,25.9,30.6,27.4,"South","2",5777,75220.01,"Midland",243312.916666667
"TX","Milam County","2,942","6,320","4,999","2,285",17.8,38.2,30.2,13.8,"South","2",488,41591.01,"",122708.666666667
"TX","Mills County","666","1,038","1,087","620",19.5,30.4,31.9,18.2,"South","2",137,33402.01,"",219716.583333333
"TX","Mitchell County","1,225","2,152","1,711","681",21.2,37.3,29.7,11.8,"South","2",189,45356.01,"",67560.1666666667
"TX","Montague County","1,966","5,083","4,401","2,096",14.5,37.5,32.5,15.5,"South","2",500,41779.01,"",106986.666666667
"TX","Montgomery County","45,597","80,427","109,691","125,054",12.6,22.3,30.4,34.7,"South","2",11815,56210.01,"Houston-The Woodlands-Sugar Land",244995.166666667
"TX","Moore County","4,171","2,916","3,637","1,792",33.3,23.3,29.1,14.3,"South","2",553,46724.01,"Dumas",113845.5
"TX","Morris County","1,009","3,536","2,786","1,342",11.6,40.8,32.1,15.5,"South","2",236,52675.01,"",83076.3333333333
"TX","Nacogdoches County","6,274","10,944","11,080","9,177",16.7,29.2,29.6,24.5,"South","2",1423,37636.01,"Nacogdoches",145975.25
"TX","Navarro County","6,879","9,315","10,371","5,114",21.7,29.4,32.7,16.1,"South","2",982,38513.01,"Corsicana",101559.833333333
"TX","Newton County","1,582","4,050","3,215","861",16.3,41.7,33.1,8.9,"South","2",133,36652.01,"Beaumont-Port Arthur",102680
"TX","Nolan County","1,821","3,178","3,127","1,487",18.9,33.1,32.5,15.5,"South","2",416,43186.01,"Sweetwater",70991.5
"TX","Nueces County","41,214","67,576","74,846","50,403",17.6,28.9,32,21.5,"South","2",8342,47777.01,"Corpus Christi",151785.583333333
"TX","Ochiltree County","1,527","1,940","1,771","936",24.7,31.4,28.7,15.2,"South","2",401,49209.01,"",122426.333333333
"TX","Orange County","6,566","21,728","19,213","8,556",11.7,38.8,34.3,15.3,"South","2",1401,53149.01,"Beaumont-Port Arthur",130068.25
"TX","Palo Pinto County","3,099","6,953","6,066","3,187",16.1,36,31.4,16.5,"South","2",711,45001.01,"Mineral Wells",121085
"TX","Panola County","2,580","5,285","5,476","2,444",16.3,33.5,34.7,15.5,"South","2",547,47910.01,"",139193.5
"TX","Parker County","9,535","25,111","29,136","23,302",10.9,28.8,33.5,26.8,"South","2",2853,46502.01,"Dallas-Fort Worth-Arlington",263859.333333333
"TX","Parmer County","1,768","1,893","1,318","1,069",29.2,31.3,21.8,17.7,"South","2",335,42659.01,"",100470.666666667
"TX","Pecos County","3,225","3,858","2,465","1,032",30.5,36.5,23.3,9.8,"South","2",436,47626.01,"",119640.166666667
"TX","Polk County","6,800","12,601","10,134","4,799",19.8,36.7,29.5,14,"South","2",826,39945.01,"",116668.5
"TX","Potter County","17,224","24,126","23,670","11,290",22.6,31.6,31,14.8,"South","2",4010,45397.01,"Amarillo",86904.75
"TX","Rains County","1,289","3,545","2,646","993",15.2,41.8,31.2,11.7,"South","2",223,32814.01,"",146056.25
"TX","Randall County","7,072","19,061","32,985","27,833",8.1,21.9,37.9,32,"South","2",2470,44092.01,"Amarillo",165883.833333333
"TX","Reagan County","462","878","701","242",20.2,38.5,30.7,10.6,"South","2",159,61452.01,"",111079.916666667
"TX","Real County","374","687","876","503",15.3,28.2,35.9,20.6,"South","2",99,26667.01,"",167231.333333333
"TX","Red River County","1,369","3,539","2,789","1,107",15.5,40.2,31.7,12.6,"South","2",244,34602.01,"",63678.8333333333
"TX","Reeves County","3,640","2,779","2,568","1,086",36.1,27.6,25.5,10.8,"South","2",419,60934.01,"Pecos",89059.25
"TX","Refugio County","947","1,799","1,576","578",19.3,36.7,32.2,11.8,"South","2",203,40682.01,"",89373.0833333333
"TX","Robertson County","1,843","4,179","3,540","1,839",16.2,36.7,31,16.1,"South","2",345,45181.01,"College Station-Bryan",125288
"TX","Rockwall County","4,761","11,864","19,554","24,403",7.9,19.6,32.3,40.3,"South","2",2536,43042.01,"Dallas-Fort Worth-Arlington",284054.166666667
"TX","Runnels County","1,497","2,435","1,762","1,274",21.5,34.9,25.3,18.3,"South","2",285,35849.01,"",60948.5
"TX","Rusk County","7,260","11,522","12,482","5,310",19.9,31.5,34.1,14.5,"South","2",880,43780.01,"Longview",132991.333333333
"TX","Sabine County","1,097","3,117","2,504","1,276",13.7,39,31.3,16,"South","2",192,37316.01,"",95260.5
"TX","San Augustine County","1,175","2,390","1,743","816",19.2,39,28.5,13.3,"South","2",156,38384.01,"",104145.833333333
"TX","San Jacinto County","3,178","9,787","4,654","2,160",16.1,49.5,23.5,10.9,"South","2",251,35112.01,"",132383
"TX","San Patricio County","8,741","13,974","13,653","6,368",20.5,32.7,31.9,14.9,"South","2",1155,48612.01,"Corpus Christi",149971.75
"TX","San Saba County","1,092","1,433","1,104","610",25.8,33.8,26,14.4,"South","2",209,42027.01,"",94599.5833333333
"TX","Scurry County","2,491","3,629","3,261","1,857",22.2,32.3,29,16.5,"South","2",489,56126.01,"Snyder",96607
"TX","Shackelford County","346","507","832","560",15.4,22.6,37.1,24.9,"South","2",171,58884.01,"",103229.833333333
"TX","Shelby County","4,072","5,444","4,438","2,366",25,33.4,27.2,14.5,"South","2",570,37926.01,"",103105.5
"TX","Smith County","21,656","35,529","51,517","37,849",14.8,24.2,35.2,25.8,"South","2",6399,45429.01,"Tyler",154114.916666667
"TX","Somervell County","727","2,060","1,755","1,430",12.2,34.5,29.4,23.9,"South","2",229,59912.01,"Dallas-Fort Worth-Arlington",233502
"TX","Starr County","17,148","8,830","5,709","3,658",48.5,25,16.2,10.3,"South","2",611,30320.01,"Rio Grande City",58628.75
"TX","Stephens County","1,473","1,916","1,965","1,068",22.9,29.8,30.6,16.6,"South","2",310,39047.01,"",80484.5833333333
"TX","Swisher County","1,355","1,605","1,452","647",26.8,31.7,28.7,12.8,"South","2",206,36306.01,"",52564.0833333333
"TX","Tarrant County","185,596","309,229","389,565","405,976",14.4,24,30.2,31.5,"South","2",44396,55632.01,"Dallas-Fort Worth-Arlington",212634.25
"TX","Taylor County","9,669","25,030","27,994","20,366",11.6,30.1,33.7,24.5,"South","2",3670,42473.01,"Abilene",130376.583333333
"TX","Terry County","2,536","2,541","1,989","963",31.6,31.6,24.8,12,"South","2",392,46249.01,"",67342.9166666667
"TX","Titus County","4,818","6,500","5,406","3,160",24.2,32.7,27.2,15.9,"South","2",819,38006.01,"Mount Pleasant",122466.5
"TX","Tom Green County","10,768","22,881","23,315","18,162",14.3,30.5,31,24.2,"South","2",2931,43100.01,"San Angelo",139614.5
"TX","Travis County","89,298","137,546","194,600","398,329",10.9,16.8,23.7,48.6,"South","2",41980,66723.01,"Austin-Round Rock",354751
"TX","Trinity County","1,772","4,005","3,538","1,365",16.6,37.5,33.1,12.8,"South","2",209,33543.01,"Huntsville",106416.333333333
"TX","Tyler County","2,361","6,681","4,190","1,889",15.6,44.2,27.7,12.5,"South","2",324,35594.01,"",97293.75
"TX","Upshur County","4,321","9,400","9,172","4,695",15.7,34.1,33.2,17,"South","2",570,37490.01,"Longview",163796.416666667
"TX","Uvalde County","4,651","4,519","5,004","2,650",27.6,26.9,29.7,15.8,"South","2",719,34063.01,"Uvalde",122567.916666667
"TX","Val Verde County","9,332","6,981","7,591","5,460",31.8,23.8,25.9,18.6,"South","2",911,37204.01,"Del Rio",117568.25
"TX","Van Zandt County","6,181","12,502","12,472","6,413",16.5,33.3,33.2,17.1,"South","2",1016,35278.01,"",152378.25
"TX","Walker County","6,864","17,830","11,985","9,535",14.9,38.6,25.9,20.6,"South","2",1101,40759.01,"Huntsville",181227.833333333
"TX","Waller County","5,292","8,945","7,881","5,486",19.2,32.4,28.6,19.9,"South","2",856,46469.01,"Houston-The Woodlands-Sugar Land",232671
"TX","Ward County","1,538","2,549","2,163","984",21.3,35.2,29.9,13.6,"South","2",387,63328.01,"",99343.4166666667
"TX","Washington County","3,302","7,554","6,541","5,790",14.2,32.6,28.2,25,"South","2",968,39738.01,"Brenham",211148.083333333
"TX","Webb County","48,935","39,427","33,642","27,549",32.7,26.4,22.5,18.4,"South","2",5516,36564.01,"Laredo",153211.583333333
"TX","Wharton County","5,829","7,955","8,533","4,605",21.7,29.5,31.7,17.1,"South","2",1184,39491.01,"El Campo",132746.416666667
"TX","Wheeler County","694","1,109","1,293","616",18.7,29.9,34.8,16.6,"South","2",214,41950.01,"",84492.75
"TX","Wichita County","11,382","26,643","26,814","19,364",13.5,31.6,31.8,23,"South","2",3264,39945.01,"Wichita Falls",92010.4166666667
"TX","Wilbarger County","1,914","3,004","2,567","1,437",21.5,33.7,28.8,16.1,"South","2",341,37216.01,"Vernon",68583.8333333333
"TX","Willacy County","4,637","4,964","2,628","1,371",34.1,36.5,19.3,10.1,"South","2",311,35510.01,"Raymondville",64134.8333333333
"TX","Williamson County","23,435","70,838","109,681","142,568",6.8,20.4,31.7,41.1,"South","2",11305,55645.01,"Austin-Round Rock",289166.75
"TX","Wilson County","4,355","11,631","9,788","6,653",13.4,35.9,30.2,20.5,"South","2",750,38858.01,"San Antonio-New Braunfels",279193.833333333
"TX","Winkler County","1,500","1,268","1,346","433",33,27.9,29.6,9.5,"South","2",228,66480.01,"",58891.6666666667
"TX","Wise County","6,455","14,612","14,629","7,547",14.9,33.8,33.8,17.5,"South","2",1428,46714.01,"Dallas-Fort Worth-Arlington",224034.916666667
"TX","Wood County","4,852","10,919","10,930","5,246",15.2,34.2,34.2,16.4,"South","2",890,37726.01,"",144223.416666667
"TX","Young County","2,019","4,371","3,613","2,438",16.2,35.1,29,19.6,"South","2",609,42430.01,"",96233.1666666667
"TX","Zapata County","3,226","2,378","1,620","835",40,29.5,20.1,10.4,"South","2",180,50175.01,"Zapata",87833.3333333333
"TX","Zavala County","2,719","2,240","1,576","614",38,31.3,22,8.6,"South","2",172,36398.01,"",62659.25
"UT","Box Elder County","2,115","9,631","12,158","7,279",6.8,30.9,39,23.3,"West","4",1415,38694.01,"Ogden-Clearfield",224220.833333333
"UT","Cache County","4,227","12,485","21,522","23,208",6.9,20.3,35,37.8,"West","4",3723,37441.01,"Logan",242786.916666667
"UT","Carbon County","1,189","3,532","6,142","2,124",9.2,27.2,47.3,16.4,"West","4",621,41410.01,"Price",148687.666666667
"UT","Daggett County","16","173","177","52",3.8,41.4,42.3,12.4,"West","4",48,32287.01,"",192556.5
"UT","Davis County","8,908","41,251","73,248","74,044",4.5,20.9,37.1,37.5,"West","4",8733,45701.01,"Ogden-Clearfield",324458.5
"UT","Duchesne County","1,421","4,294","4,323","1,691",12.1,36.6,36.9,14.4,"West","4",790,45405.01,"",214382.5
"UT","Grand County","618","1,911","2,335","1,861",9.2,28.4,34.7,27.7,"West","4",584,33890.01,"",348950.083333333
"UT","Iron County","1,997","6,981","10,656","8,073",7.2,25.2,38.5,29.1,"West","4",1662,34007.01,"Cedar City",222272.416666667
"UT","Juab County","477","2,287","2,324","1,047",7.8,37.3,37.9,17.1,"West","4",292,34788.01,"Provo-Orem",253463.416666667
"UT","Kane County","368","1,229","2,121","1,399",7.2,24,41.5,27.3,"West","4",331,32968.01,"",239838.583333333
"UT","Millard County","881","2,408","2,736","1,741",11.3,31,35.2,22.4,"West","4",396,40334.01,"",170742.333333333
"UT","Morgan County","153","1,127","2,565","2,508",2.4,17.7,40.4,39.5,"West","4",357,41285.01,"Ogden-Clearfield",393466.5
"UT","Rich County","19","413","587","329",1.4,30.6,43.5,24.4,"West","4",135,27470.01,"",288947.583333333
"UT","Salt Lake County","67,200","159,716","232,915","242,173",9.6,22.8,33.2,34.5,"West","4",46269,54870.01,"Salt Lake City",351541.25
"UT","San Juan County","1,440","2,715","3,092","1,635",16.2,30.6,34.8,18.4,"West","4",347,35876.01,"",193532.416666667
"UT","Sanpete County","1,772","4,748","7,393","3,219",10.3,27.7,43.2,18.8,"West","4",641,32940.01,"",170517.75
"UT","Sevier County","1,313","4,320","5,181","2,226",10.1,33.1,39.7,17.1,"West","4",707,37082.01,"",195502.5
"UT","Summit County","1,381","4,029","6,585","14,849",5.1,15,24.5,55.3,"West","4",2945,46196.01,"Summit Park",701175.166666667
"UT","Tooele County","3,386","11,348","14,141","8,613",9,30.3,37.7,23,"West","4",1160,40875.01,"Salt Lake City",258401.333333333
"UT","Uintah County","2,896","7,345","7,568","3,080",13.9,35.2,36.2,14.7,"West","4",1248,44621.01,"Vernal",229283.833333333
"UT","Utah County","16,874","47,202","109,272","116,085",5.8,16.3,37.8,40.1,"West","4",16881,46584.01,"Provo-Orem",326333.916666667
"UT","Wasatch County","895","3,706","6,166","7,364",4.9,20.4,34,40.6,"West","4",1165,39721.01,"Heber",438337.25
"UT","Washington County","7,654","23,856","42,537","28,437",7.5,23.3,41.5,27.7,"West","4",5980,36791.01,"St. George",305129.583333333
"UT","Weber County","14,736","44,927","56,582","36,354",9.7,29.4,37.1,23.8,"West","4",6215,42227.01,"Ogden-Clearfield",255133.083333333
"VA","Accomack County","4,419","9,155","5,645","4,376",18.7,38.8,23.9,18.5,"South","2",1167,39151.01,"",169994
"VA","Albemarle County","6,200","11,913","15,288","38,487",8.6,16.6,21.3,53.5,"South","2",3814,54538.01,"Charlottesville",343187.25
"VA","Alleghany County","1,626","4,507","3,407","1,736",14.4,40,30.2,15.4,"South","2",362,34246.01,"",98725.25
"VA","Amelia County","1,487","3,536","2,571","1,436",16.5,39.2,28.5,15.9,"South","2",414,35481.01,"Richmond",182479.416666667
"VA","Amherst County","3,348","8,062","6,842","4,342",14.8,35.7,30.3,19.2,"South","2",787,37850.01,"Lynchburg",154572.416666667
"VA","Appomattox County","1,758","3,824","3,315","2,192",15.9,34.5,29.9,19.8,"South","2",512,29936.01,"Lynchburg",137161.25
"VA","Arlington County","10,258","14,027","19,594","128,610",5.9,8.1,11.4,74.6,"South","2",9205,92765.01,"Washington-Arlington-Alexandria",671685.5
"VA","Augusta County","6,843","20,757","13,972","12,796",12.6,38.2,25.7,23.5,"South","2",1897,44862.01,"Staunton-Waynesboro",215147.166666667
"VA","Bath County","434","1,395","1,047","504",12.8,41.3,31,14.9,"South","2",212,37221.01,"",130102.583333333
"VA","Bedford County","5,735","17,665","16,702","16,267",10.2,31.3,29.6,28.9,"South","2",2271,37634.01,"Lynchburg",210276.916666667
"VA","Bland County","421","1,980","1,702","865",8.5,39.9,34.3,17.4,"South","2",132,44281.01,"",114901.25
"VA","Botetourt County","1,784","7,829","7,674","6,965",7.4,32.3,31.6,28.7,"South","2",886,41914.01,"Roanoke",213115.916666667
"VA","Brunswick County","2,575","4,600","3,333","1,756",21,37.5,27.2,14.3,"South","2",667,34489.01,"",102258.416666667
"VA","Buchanan County","4,946","6,017","3,929","1,760",29.7,36.1,23.6,10.6,"South","2",579,45713.01,"",57566.6666666667
"VA","Buckingham County","2,768","5,499","2,865","1,417",22.1,43.8,22.8,11.3,"South","2",437,37049.01,"Charlottesville",121905.666666667
"VA","Campbell County","5,570","12,528","12,681","8,946",14,31.5,31.9,22.5,"South","2",1493,47453.01,"Lynchburg",166610.916666667
"VA","Caroline County","2,947","7,675","5,757","4,113",14.4,37.5,28.1,20.1,"South","2",604,38975.01,"Richmond",190461.666666667
"VA","Carroll County","4,253","8,033","6,949","2,907",19.2,36.3,31.4,13.1,"South","2",624,31931.01,"",114194.833333333
"VA","Charles City County","1,162","2,099","1,441","720",21.4,38.7,26.6,13.3,"South","2",226,46315.01,"Richmond",171816.5
"VA","Charlotte County","1,366","3,705","2,555","870",16.1,43.6,30.1,10.2,"South","2",363,34411.01,"",96018.5
"VA","Chesterfield County","18,045","53,125","65,449","90,529",7.9,23.4,28.8,39.9,"South","2",9354,47389.01,"Richmond",242186.666666667
"VA","Clarke County","1,156","2,953","2,813","3,281",11.3,28.9,27.6,32.2,"South","2",466,44293.01,"Washington-Arlington-Alexandria",337184.333333333
"VA","Craig County","293","1,686","1,211","722",7.5,43.1,31,18.5,"South","2",126,33727.01,"Roanoke",142486.666666667
"VA","Culpeper County","4,971","10,172","10,220","8,332",14.8,30.2,30.3,24.7,"South","2",1488,42530.01,"Washington-Arlington-Alexandria",284757.75
"VA","Cumberland County","1,322","2,433","1,992","1,216",19,34.9,28.6,17.5,"South","2",233,33728.01,"",152568.25
"VA","Dickenson County","2,680","4,066","3,111","1,091",24.5,37.1,28.4,10,"South","2",345,39763.01,"Big Stone Gap",67232.5
"VA","Dinwiddie County","3,301","7,551","5,856","3,468",16.4,37.4,29,17.2,"South","2",486,43040.01,"Richmond",150544
"VA","Essex County","1,346","2,945","2,233","1,291",17.2,37.7,28.6,16.5,"South","2",368,33699.01,"",183047.916666667
"VA","Fairfax County","61,178","99,667","141,719","475,312",7.9,12.8,18.2,61.1,"South","2",37276,86389.01,"Washington-Arlington-Alexandria",545095.583333333
"VA","Fauquier County","3,698","12,716","14,046","17,066",7.8,26.8,29.6,35.9,"South","2",2489,49260.01,"Washington-Arlington-Alexandria",402403.083333333
"VA","Floyd County","1,666","3,852","3,430","2,562",14.5,33.5,29.8,22.3,"South","2",489,29663.01,"Blacksburg-Christiansburg-Radford",147800.333333333
"VA","Fluvanna County","1,714","4,610","6,201","6,597",9,24.1,32.4,34.5,"South","2",586,40154.01,"Charlottesville",211693.916666667
"VA","Franklin County","5,311","14,203","12,885","8,372",13,34.8,31.6,20.5,"South","2",1566,33897.01,"Roanoke",202910.916666667
"VA","Frederick County","6,654","19,089","16,374","16,432",11.4,32.6,28,28.1,"South","2",1995,45507.01,"Winchester",263732
"VA","Giles County","1,432","4,546","3,949","2,208",11.8,37.5,32.5,18.2,"South","2",385,40514.01,"Blacksburg-Christiansburg-Radford",108562.25
"VA","Gloucester County","2,938","8,942","8,902","6,152",10.9,33.2,33.1,22.8,"South","2",1000,34571.01,"Virginia Beach-Norfolk-Newport News",231381.583333333
"VA","Goochland County","1,535","4,324","4,380","6,598",9.1,25.7,26,39.2,"South","2",837,96377.01,"Richmond",313695
"VA","Grayson County","2,145","4,745","3,596","1,495",17.9,39.6,30,12.5,"South","2",423,29347.01,"",108288.166666667
"VA","Greene County","1,834","4,145","3,771","3,745",13.6,30.7,27.9,27.8,"South","2",519,34986.01,"Charlottesville",233714.166666667
"VA","Greensville County","2,113","3,625","2,290","793",24,41.1,26,9,"South","2",239,41778.01,"",71187.9166666667
"VA","Halifax County","4,514","9,235","7,259","3,973",18.1,37,29.1,15.9,"South","2",1081,37305.01,"",98356.5
"VA","Hanover County","4,983","18,366","20,352","28,158",6.9,25.6,28.3,39.2,"South","2",3844,42966.01,"Richmond",282508.25
"VA","Henrico County","19,203","48,836","60,184","96,491",8.5,21.7,26.8,42.9,"South","2",11830,54061.01,"Richmond",239442.833333333
"VA","Henry County","8,015","12,967","12,026","4,839",21.2,34.3,31.8,12.8,"South","2",1729,33529.01,"Martinsville",84691
"VA","Highland County","245","668","525","431",13.1,35.7,28.1,23.1,"South","2",112,31675.01,"",182152
"VA","Isle of Wight County","3,282","7,060","8,455","7,365",12.5,27,32.3,28.2,"South","2",819,47239.01,"Virginia Beach-Norfolk-Newport News",262700.166666667
"VA","James City County","2,674","9,991","14,330","26,564",5,18.7,26.8,49.6,"South","2",1983,38679.01,"Virginia Beach-Norfolk-Newport News",320530.5
"VA","King and Queen County","726","2,055","1,385","1,027",14,39.6,26.7,19.8,"South","2",184,38089.01,"",144746.416666667
"VA","King George County","1,109","4,783","5,277","5,915",6.5,28,30.9,34.6,"South","2",623,76810.01,"",285732.666666667
"VA","King William County","1,160","4,113","3,796","2,329",10.2,36.1,33.3,20.4,"South","2",437,44591.01,"Richmond",194016.333333333
"VA","Lancaster County","952","2,603","2,371","2,647",11.1,30.4,27.7,30.9,"South","2",490,36657.01,"",240814.333333333
"VA","Lee County","4,370","6,086","5,477","2,041",24.3,33.9,30.5,11.4,"South","2",578,32714.01,"",77866.5
"VA","Loudoun County","15,975","30,489","50,103","149,720",6.5,12.4,20.3,60.8,"South","2",12575,65689.01,"Washington-Arlington-Alexandria",518981.666666667
"VA","Louisa County","4,070","8,714","6,890","6,026",15.8,33.9,26.8,23.4,"South","2",971,50644.01,"",212654.583333333
"VA","Lunenburg County","2,023","3,591","2,463","953",22.4,39.8,27.3,10.6,"South","2",322,33714.01,"",90802.0833333333
"VA","Madison County","1,230","3,398","2,548","2,285",13,35.9,26.9,24.2,"South","2",364,35859.01,"",214649.583333333
"VA","Mathews County","643","2,189","2,099","1,915",9.4,32,30.7,28,"South","2",227,28559.01,"Virginia Beach-Norfolk-Newport News",242394.333333333
"VA","Mecklenburg County","4,419","7,246","6,929","4,180",19.4,31.8,30.4,18.4,"South","2",1128,34434.01,"",108541.25
"VA","Middlesex County","1,154","2,655","2,633","1,797",14,32.2,32,21.8,"South","2",385,38100.01,"",252828.916666667
"VA","Montgomery County","4,161","12,352","13,589","25,414",7.5,22.2,24.5,45.8,"South","2",2347,45426.01,"Blacksburg-Christiansburg-Radford",204127.916666667
