"county","state","metro","avg_home_value"
"Beltrami County","MN","Bemidji",171016.25
"Shelby County","IN","Indianapolis-Carmel-Anderson",133377
"Callaway County","MO","Jefferson City",145084.583333333
"Polk County","WI","",165290.416666667
"Douglas County","WI","Duluth",139011.583333333
"Cerro Gordo County","IA","Mason City",117474
"Camden County","MO","",183566.333333333
"Nye County","NV","Pahrump",217419.083333333
"Hancock County","MS","Gulfport-Biloxi-Pascagoula",132027.166666667
"Dunn County","WI","Menomonie",163234.166666667
"Dallas County","AL","Selma",54684.8333333333
"Sweetwater County","WY","Rock Springs",219769.333333333
"Crawford County","OH","Bucyrus",76615.25
"Sullivan County","NH","Claremont-Lebanon",190942.333333333
"Chilton County","AL","Birmingham-Hoover",117155.25
"Highland County","OH","",103325.25
"Stevens County","WA","Spokane-Spokane Valley",220631
"Charlottesville City","VA","Charlottesville",286122.416666667
"Miller County","AR","Texarkana",92017.5833333333
"McKean County","PA","Bradford",64792.4166666667
"Nelson County","KY","Bardstown",148224.666666667
"Madison County","OH","Columbus",156175
"Susquehanna County","PA","",74760.8333333333
"Waller County","TX","Houston-The Woodlands-Sugar Land",232671
"Sanilac County","MI","",89702.0833333333
"Danville City","VA","Danville",63934
"Habersham County","GA","Cornelia",154808.333333333
"Wilson County","TX","San Antonio-New Braunfels",279193.833333333
"Orleans County","NY","Rochester",104297.083333333
"Mecosta County","MI","Big Rapids",120440.416666667
"Butler County","MO","Poplar Bluff",108841.083333333
"Burnet County","TX","",240916.5
"Muscatine County","IA","Muscatine",133763.333333333
"Fulton County","OH","Toledo",133097.083333333
"Wayne County","WV","Huntington-Ashland",83052.5
"Gratiot County","MI","Alma",83731.6666666667
"Bryan County","OK","Durant",101389.333333333
"Sequoyah County","OK","Fort Smith",84709.4166666667
"Jackson County","IN","Seymour",132479.333333333
"Holmes County","OH","",192271
"Coffee County","GA","Douglas",102221.833333333
"Preble County","OH","",131568.25
"Kandiyohi County","MN","Willmar",174673.5
"De Kalb County","IN","Auburn",130079.333333333
"Pettis County","MO","Sedalia",86395
"Barren County","KY","Glasgow",108616.583333333
"Wyoming County","NY","",117324.416666667
"Greene County","AR","Paragould",103915.666666667
"Shelby County","KY","Louisville/Jefferson County",197780.666666667
"Avoyelles Parish","LA","",105454.333333333
"Clinton County","OH","Wilmington",114763.5
"Shenandoah County","VA","",184699.666666667
"Tioga County","PA","",144500.333333333
"Wood County","TX","",144223.416666667
"Shawano County","WI","Shawano",129123.333333333
"Dubois County","IN","Jasper",155348.833333333
"Lawrence County","TN","Lawrenceburg",105979.75
"Logan County","OK","Oklahoma City",172341.666666667
"Warren County","PA","Warren",84454
"Marinette County","WI","Marinette",105332.333333333
"Union County","AR","El Dorado",71807.3333333333
"Tallapoosa County","AL","Alexander City",126398.25
"Suwannee County","FL","",133476.5
"Baxter County","AR","Mountain Home",129211.25
"Delaware County","OK","",146040.916666667
"Polk County","GA","Cedartown",96192.5833333333
"Wise County","VA","Big Stone Gap",78999.6666666667
"Ottawa County","OH","Port Clinton",163932.75
"Wharton County","TX","El Campo",132746.416666667
"Montrose County","CO","Montrose",252450
"Mayes County","OK","",117985.583333333
"Davie County","NC","Winston-Salem",184627.333333333
"Webster Parish","LA","Shreveport-Bossier City",99719.5
"Okanogan County","WA","",222063.833333333
"Franklin County","TN","Tullahoma-Manchester",145522.916666667
"Pierce County","WI","Minneapolis-St. Paul-Bloomington",206418.75
"Kittitas County","WA","Ellensburg",315856.333333333
"Bonner County","ID","Sandpoint",309862.25
"Jim Wells County","TX","Alice",144336.5
"Mercer County","OH","Celina",148439.083333333
"Levy County","FL","",130529.5
"Campbell County","TN","Knoxville",112302.666666667
"Pasquotank County","NC","Elizabeth City",137381.666666667
"Marshall County","IA","Marshalltown",106537.666666667
"Pike County","MS","McComb",96323.5
"Howell County","MO","West Plains",118224.666666667
"Des Moines County","IA","Burlington",102162.333333333
"Jackson County","NC","Cullowhee",225964.25
"Rio Arriba County","NM","Española",163213.583333333
"Ravalli County","MT","",279451.666666667
"Fremont County","WY","Riverton",210490.75
"Tift County","GA","Tifton",128888.916666667
"Champaign County","OH","Urbana",129256.166666667
"Guernsey County","OH","Cambridge",97498.3333333333
"Okmulgee County","OK","Tulsa",61454
"Okeechobee County","FL","Okeechobee",135334.75
"Clarion County","PA","",89338.1666666667
"Warren County","TN","McMinnville",104035.5
"Knox County","ME","",226397.916666667
"Snyder County","PA","Selinsgrove",162164.583333333
"Murray County","GA","Dalton",125727.666666667
"Natchitoches Parish","LA","Natchitoches",163146.333333333
"Franklin County","IL","",60656.25
"Person County","NC","Durham-Chapel Hill",141353.25
"Floyd County","KY","",69615.5
"Essex County","NY","",145082.5
"Harrison County","IN","Louisville/Jefferson County",147487.583333333
"Upshur County","TX","Longview",163796.416666667
"Nez Perce County","ID","Lewiston",232205.416666667
"Clinton County","PA","Lock Haven",131081.166666667
"Scott County","MO","Sikeston",103904.25
"Mower County","MN","Austin",121513.416666667
"Hendry County","FL","Clewiston",118988.75
"Crawford County","KS","Pittsburg",80945.25
"Cheatham County","TN","Nashville-Davidson--Murfreesboro--Franklin",200197.25
"Defiance County","OH","Defiance",115039.166666667
"Cass County","IN","Logansport",82899.9166666667
"Livingston County","IL","Pontiac",96629
"Colleton County","SC","",129295
"Jefferson County","IL","Mount Vernon",90198.9166666667
"Waldo County","ME","",185771.916666667
"Greene County","PA","",101892.083333333
"Woodford County","IL","Peoria",162447.416666667
"Lawrence County","MO","",111143.666666667
"Chippewa County","MI","Sault Ste. Marie",95976.4166666667
"Benton County","MN","St. Cloud",193622.083333333
"Knox County","IN","Vincennes",83601.1666666667
"Cooke County","TX","Gainesville",167886.5
"Douglas County","WA","Wenatchee",319390.75
"Fayette County","TN","Memphis",226118.75
"Yadkin County","NC","Winston-Salem",127210.416666667
"Dyer County","TN","Dyersburg",93524.9166666667
"Escambia County","AL","Atmore",86140.5
"Montgomery County","IN","Crawfordsville",120823.25
"Brown County","TX","Brownwood",108768.583333333
"Amador County","CA","",294380.833333333
"Caldwell County","TX","Austin-Round Rock",163916.916666667
"Webster County","IA","Fort Dodge",86320.75
"Putnam County","IN","Indianapolis-Carmel-Anderson",144945
"Erath County","TX","Stephenville",156100.916666667
"Manassas City","VA","Washington-Arlington-Alexandria",309713.333333333
"Isanti County","MN","Minneapolis-St. Paul-Bloomington",203672.416666667
"Talbot County","MD","Easton",311684.583333333
"Covington County","AL","",90059.8333333333
"Clinton County","IL","St. Louis",137743
"Oconto County","WI","Green Bay",149301.25
"Williams County","OH","",100652.916666667
"Warren County","VA","Washington-Arlington-Alexandria",216010.666666667
"Madison County","ID","Rexburg",237219.5
"Newberry County","SC","Newberry",125762.5
"Pontotoc County","OK","Ada",92999.0833333333
"Latah County","ID","Moscow",274627
"Graham County","AZ","Safford",170878.333333333
"Alexander County","NC","Hickory-Lenoir-Morganton",150084.75
"Calloway County","KY","Murray",127222.083333333
"Marshall County","MS","Memphis",92523.8333333333
"Lagrange County","IN","",191373.25
"Bennington County","VT","Bennington",210846.416666667
"Huntington County","IN","Huntington",110083.166666667
"Graves County","KY","Mayfield",81845.25
"Fulton County","IL","Canton",74003.0833333333
"Delta County","MI","Escanaba",86366.8333333333
"Alcorn County","MS","Corinth",92543.0833333333
"Clatsop County","OR","Astoria",314693.833333333
"Monroe County","MS","",90410.6666666667
"Scotts Bluff County","NE","Scottsbluff",130466.333333333
"Greenup County","KY","Huntington-Ashland",88108.5
"Boone County","AR","Harrison",117549.666666667
"Miami County","IN","Peru",80886.5833333333
"Coshocton County","OH","Coshocton",102760.166666667
"Gloucester County","VA","Virginia Beach-Norfolk-Newport News",231381.583333333
"Green County","WI","Madison",162218
"Jasper County","IA","Newton",120904.25
"Addison County","VT","",251108.416666667
"Finney County","KS","Garden City",157570.333333333
"Logan County","WV","Logan",65782
"Matagorda County","TX","Bay City",144668
"Dodge County","NE","Fremont",132312.083333333
"McLeod County","MN","Hutchinson",168305.666666667
"Independence County","AR","Batesville",88797.3333333333
"Houghton County","MI","Houghton",104759.666666667
"Steele County","MN","Owatonna",175217.25
"Brown County","SD","Aberdeen",166016
"Summit County","UT","Summit Park",701175.166666667
"Ware County","GA","Waycross",73474.5
"Cowley County","KS","Arkansas City-Winfield",78986.9166666667
"Albany County","WY","Laramie",229850.916666667
"Lincoln County","NE","North Platte",139476.166666667
"Hale County","TX","Plainview",77879.6666666667
"Halifax County","VA","",98356.5
"Webster County","MO","Springfield",140237
"Scotland County","NC","Laurinburg",72064.25
"Perry County","OH","Columbus",95113.75
"Lee County","IL","Dixon",96438.0833333333
"Douglas County","MN","Alexandria",217125.5
"Oneida County","WI","",180092.583333333
"Saint Bernard Parish","LA","New Orleans-Metairie",138162.166666667
"Lee County","IA","Fort Madison-Keokuk",88655.4166666667
"Prince George County","VA","Richmond",205610.5
"Jasper County","TX","",109406.333333333
"Cocke County","TN","Newport",98219.3333333333
"Beauregard Parish","LA","DeRidder",154234.833333333
"Whitley County","KY","London",82056.5833333333
"Wapello County","IA","Ottumwa",74025.5833333333
"Clark County","KY","Lexington-Fayette",139538.083333333
"Barry County","MO","",120639.416666667
"Laclede County","MO","Lebanon",122949.5
"Morgan County","IL","Jacksonville",92638.0833333333
"Greenbrier County","WV","",113579.916666667
"Montgomery County","KS","Coffeyville",58653.4166666667
"Carlton County","MN","Duluth",170094.666666667
"Sagadahoc County","ME","Portland-South Portland",217124.333333333
"Isle of Wight County","VA","Virginia Beach-Norfolk-Newport News",262700.166666667
"Seneca County","NY","Seneca Falls",115050
"Bladen County","NC","",86106.6666666667
"Chambers County","TX","Houston-The Woodlands-Sugar Land",236517
"Hill County","TX","",99898.1666666667
"Weakley County","TN","Martin",91876
"Howard County","TX","Big Spring",115403.416666667
"Bureau County","IL","Ottawa-Peru",90712.0833333333
"Clarendon County","SC","",112673.5
"Lassen County","CA","Susanville",163739.75
"Madison County","NE","Norfolk",145506.5
"Pulaski County","VA","Blacksburg-Christiansburg-Radford",141680
"Lincoln County","MS","Brookhaven",109090.75
"De Soto County","FL","Arcadia",122104.833333333
"Morrow County","OH","Columbus",143469.25
"Christian County","IL","Taylorville",80727.1666666667
"Panola County","MS","",97111.8333333333
"Clark County","WI","",109871.5
"Harvey County","KS","Wichita",122879.833333333
"McClain County","OK","Oklahoma City",161537.666666667
"Putnam County","OH","",142661.166666667
"Lincoln County","ME","",223908.25
"Williamsburg County","SC","",68923.9166666667
"Adams County","IN","Decatur",136312.083333333
"Geary County","KS","Junction City",143896.75
"Lawrence County","AL","Decatur",109546.083333333
"Lincoln County","OK","Oklahoma City",89467.8333333333
"Effingham County","IL","Effingham",133914
"Chambers County","AL","Valley",64146.25
"Silver Bow County","MT","Butte-Silver Bow",134777.416666667
"Steuben County","IN","Angola",162691.166666667
"Bolivar County","MS","Cleveland",115418.75
"Evangeline Parish","LA","",79358.0833333333
"Macon County","NC","",194632.666666667
"Dare County","NC","Kill Devil Hills",334385.083333333
"Fannin County","TX","Bonham",120538.083333333
"Ford County","KS","Dodge City",103688.916666667
"Washington County","TX","Brenham",211148.083333333
"Sioux County","IA","",172027.833333333
"Lyon County","KS","Emporia",108163
"Preston County","WV","Morgantown",110221.416666667
"Gibson County","IN","",111357.333333333
"Orange County","VA","",224950.333333333
"Jasper County","IN","Chicago-Naperville-Elgin",169997.083333333
"Randolph County","IL","",88550.25
"Kendall County","TX","San Antonio-New Braunfels",367111.416666667
"Iberville Parish","LA","Baton Rouge",160223
"Lafayette County","MO","Kansas City",131941.75
"Lincoln County","TN","",125154.916666667
"Marion County","IA","Pella",151154
"Whitley County","IN","Fort Wayne",152768
"Jackson County","OH","Jackson",82893.6666666667
"Clinton County","IN","Frankfort",103134.833333333
"Morrison County","MN","",189745.666666667
"Greene County","IN","",104353.083333333
"Accomack County","VA","",169994
"Louisa County","VA","",212654.583333333
"McCurtain County","OK","",67110.1666666667
"Botetourt County","VA","Roanoke",213115.916666667
"Chester County","SC","Charlotte-Concord-Gastonia",79487.75
"Huron County","MI","",91860.6666666667
"Marshall County","WV","Wheeling",80579.3333333333
"Transylvania County","NC","Brevard",229343.916666667
"Caroline County","MD","",184709.083333333
"Marion County","SC","",65275.1666666667
"Coos County","NH","Berlin",120595.416666667
"Monroe County","IL","St. Louis",188414.166666667
"Taos County","NM","Taos",262601.666666667
"Hot Spring County","AR","Malvern",91731.4166666667
"Pike County","AL","Troy",116983.166666667
"Wabash County","IN","Wabash",104635.166666667
"Washington County","ME","",104971.666666667
"Sumter County","GA","Americus",83640.3333333333
"Oconee County","GA","Athens-Clarke County",304887.25
"Miami County","KS","Kansas City",203315.083333333
"Schoharie County","NY","Albany-Schenectady-Troy",142490.25
"Wexford County","MI","Cadillac",116812.5
"Mecklenburg County","VA","",108541.25
"Nicollet County","MN","Mankato-North Mankato",215210
"Emmet County","MI","",204735.166666667
"Dorchester County","MD","Cambridge",146782.75
"McDonough County","IL","Macomb",75413.8333333333
"Uintah County","UT","Vernal",229283.833333333
"Warren County","MO","St. Louis",154060
"Becker County","MN","",231387.583333333
"Jefferson County","IN","Madison",123748.75
"Petersburg City","VA","Richmond",63253.0833333333
"Amherst County","VA","Lynchburg",154572.416666667
"Titus County","TX","Mount Pleasant",122466.5
"Henry County","TN","Paris",108596.833333333
"Leflore County","MS","Greenwood",29574.6666666667
"Adams County","MS","Natchez",91653.25
"Platte County","NE","Columbus",164917.25
"Claiborne County","TN","",111121.916666667
"Smyth County","VA","",85222.3333333333
"Stone County","MO","Branson",169352.166666667
"Dillon County","SC","",78939.9166666667
"Kleberg County","TX","Kingsville",100130.416666667
"Hardin County","OH","",97487.25
"Harris County","GA","Columbus",237535.5
"Brookings County","SD","Brookings",194942.916666667
"Dunklin County","MO","Kennett",68355.5833333333
"Elk County","PA","St. Marys",80721.1666666667
"Knox County","KY","London",70396.6666666667
"Bee County","TX","Beeville",115129.416666667
"Ottawa County","OK","Miami",69984.4166666667
"Rhea County","TN","Dayton",134321.833333333
"Obion County","TN","Union City",87812.9166666667
"Franklin County","AL","",78583.4166666667
"Daviess County","IN","Washington",124805.083333333
"Polk County","MN","Grand Forks",184123.166666667
"Jefferson Davis Parish","LA","Jennings",100543.583333333
"Muhlenberg County","KY","Central City",78910.6666666667
"Marshall County","KY","",126229.583333333
"Adams County","NE","Hastings",126122.25
"Malheur County","OR","Ontario",161971.25
"Juneau Borough","AK","Juneau",382232.666666667
"Freeborn County","MN","Albert Lea",106893.916666667
"Caledonia County","VT","",155404.666666667
"Polk County","MO","Springfield",130167.75
"Delta County","CO","",247772.833333333
"Gallia County","OH","Point Pleasant",101573.5
"Clare County","MI","",71582.3333333333
"Marion County","AL","",79796.1666666667
"Wakulla County","FL","Tallahassee",176525.583333333
"Franklin County","ME","",136285.5
"Hancock County","WV","Weirton-Steubenville",84735.75
"Marshall County","TN","Lewisburg",143151.916666667
"Cass County","TX","",96857.3333333333
"Logan County","IL","Lincoln",92658.9166666667
"Bryan County","GA","Savannah",250439.75
"Montgomery County","IL","",68107
"Wayne County","GA","Jesup",111065.166666667
"Garrett County","MD","",188874.75
"Carroll County","VA","",114194.833333333
"Stoddard County","MO","",82505.0833333333
"Lumpkin County","GA","",202767.5
"Pontotoc County","MS","Tupelo",103528.166666667
"Jefferson County","WA","",384454.25
"Vernon County","WI","",141569.333333333
"Pine County","MN","",162823.416666667
"Iroquois County","IL","",90335.1666666667
"Neshoba County","MS","",99672.25
"Caddo County","OK","",74197.1666666667
"Alpena County","MI","Alpena",92807.3333333333
"Grant County","NM","Silver City",138932.916666667
"Giles County","TN","",118576
"Sunflower County","MS","Indianola",58370
"Copiah County","MS","Jackson",73726.0833333333
"Pickens County","GA","Atlanta-Sandy Springs-Roswell",197396.333333333
"Randolph County","WV","Elkins",102381.666666667
"San Miguel County","NM","Las Vegas",159442.75
"Hocking County","OH","Columbus",124325.333333333
"Harlan County","KY","",37358
"Wythe County","VA","",127804.75
"Jackson County","WV","",105308.916666667
"McPherson County","KS","McPherson",147684.583333333
"Sheridan County","WY","Sheridan",260750
"Fayette County","OH","Washington Court House",106885.416666667
"Union County","SC","Spartanburg",60166.25
"Orange County","VT","Claremont-Lebanon",184523.333333333
"Marlboro County","SC","Bennettsville",42431.9166666667
"Russell County","VA","",88608.9166666667
"Tate County","MS","Memphis",127902
"Carroll County","OH","Canton-Massillon",124948
"Ripley County","IN","",160241.666666667
"Trempealeau County","WI","",155637.166666667
"Marion County","MO","Hannibal",110448.25
"Haralson County","GA","Atlanta-Sandy Springs-Roswell",121299.5
"Lake County","MT","",293423.416666667
"Van Wert County","OH","Van Wert",95354
"Lincoln County","WI","Merrill",125381.5
"Perry County","KY","",88134.75
"Pike County","OH","",98124.0833333333
"Mason County","MI","Ludington",137428.666666667
"Bell County","KY","Middlesborough",51213.1666666667
"Jones County","GA","Macon-Bibb County",142553
"Del Norte County","CA","Crescent City",230334.916666667
"Meade County","KY","Elizabethtown-Fort Knox",161746
"Cass County","MN","Brainerd",181940.916666667
"Adams County","OH","",92701.4166666667
"Caroline County","VA","Richmond",190461.666666667
"Jennings County","IN","North Vernon",116353.75
"Carroll County","TN","",83878.5833333333
"Bradford County","FL","",124733.666666667
"Ellis County","KS","Hays",159252.166666667
"Boyle County","KY","Danville",129076.5
"Austin County","TX","Houston-The Woodlands-Sugar Land",238616.5
"Lee County","GA","Albany",172983.333333333
"Gilmer County","GA","",186348.416666667
"Wyoming County","PA","Scranton--Wilkes-Barre--Hazleton",165288.833333333
"Scott County","MS","",70953.3333333333
"Washington County","IN","Louisville/Jefferson County",117266.5
"Saint Francis County","AR","Forrest City",50506.4166666667
"Marion County","TN","Chattanooga",121289.25
"Henry County","OH","",123041.75
"Mineral County","WV","Cumberland",114418.5
"Park County","WY","",265240.583333333
"Morgan County","CO","Fort Morgan",191328.083333333
"Glenn County","CA","",211470.333333333
"Madison County","GA","Athens-Clarke County",148167.833333333
"Palo Pinto County","TX","Mineral Wells",121085
"Yazoo County","MS","Jackson",76141.1666666667
"Powhatan County","VA","Richmond",280229.916666667
"Dinwiddie County","VA","Richmond",150544
"Summit County","CO","Breckenridge",600983.916666667
"Morehouse Parish","LA","Bastrop",54224.25
"Decatur County","GA","Bainbridge",96119.25
"Sanpete County","UT","",170517.75
"Lauderdale County","TN","",71716.75
"Montgomery County","NC","",115631.916666667
"Door County","WI","",200690.333333333
"Henderson County","TN","",104501.583333333
"Hardee County","FL","Wauchula",115720.833333333
"Carter County","KY","",70965.3333333333
"Le Sueur County","MN","Minneapolis-St. Paul-Bloomington",197979.333333333
"Peach County","GA","Warner Robins",132248.5
"Barton County","KS","Great Bend",74988.1666666667
"Wells County","IN","Fort Wayne",134136.75
"Garvin County","OK","",65439.75
"Simpson County","MS","Jackson",98270.25
"Morton County","ND","Bismarck",219940.166666667
"Custer County","OK","Weatherford",116916.083333333
"Barbour County","AL","Eufaula",78676.8333333333
"Carroll County","AR","",138665.25
"Cherokee County","NC","",149665.083333333
"Mason County","WV","Point Pleasant",78260.75
"Ashe County","NC","",197468.666666667
"Hardeman County","TN","",82650.1666666667
"Orleans County","VT","",153977.833333333
"Codington County","SD","Watertown",190034.416666667
"Toombs County","GA","Vidalia",99579.75
"Cibola County","NM","Grants",88263.3333333333
"Upson County","GA","Thomaston",78189
"White County","GA","",179082.916666667
"Union County","MS","",106644.083333333
"Baker County","FL","Jacksonville",181419.583333333
"Marion County","MS","",97967
"Lewis County","NY","",121905.083333333
"Elmore County","ID","Mountain Home",167037.5
"Edgefield County","SC","Augusta-Richmond County",147270.75
"Anson County","NC","",70147.1666666667
"Clay County","IN","Terre Haute",95437.0833333333
"Mingo County","WV","",42154.8333333333
"Logan County","KY","",98642.5
"Geneva County","AL","Dothan",85326.6666666667
"Juneau County","WI","",117415.75
"De Soto Parish","LA","Shreveport-Bossier City",161005.5
"Grimes County","TX","",147710.083333333
"Oceana County","MI","",135194.75
"Montgomery County","KY","Mount Sterling",116841.333333333
"Somerset County","MD","Salisbury",110224
"Jackson County","OK","Altus",59744.25
"Monroe County","GA","Macon-Bibb County",186071.5
"Uvalde County","TX","Uvalde",122567.916666667
"San Jacinto County","TX","",132383
"Boone County","IA","Boone",134881.5
"Nicholas County","WV","",66092.5
"Winchester City","VA","Winchester",202508.25
"Stephens County","GA","Toccoa",100684
"Randolph County","IN","",82658.8333333333
"Dickinson County","MI","Iron Mountain",97987.75
"Cheboygan County","MI","",125386.5
"Coahoma County","MS","Clarksdale",57963.4166666667
"Jefferson County","ID","Idaho Falls",238155.166666667
"Ouachita County","AR","Camden",51993.9166666667
"Mille Lacs County","MN","Minneapolis-St. Paul-Bloomington",166814.75
"Benton County","IA","Cedar Rapids",148992.5
"McNairy County","TN","",87880.5
"Hardin County","TN","",113694.833333333
"Chattooga County","GA","Summerville",76047.6666666667
"Texas County","MO","",116507.333333333
"Franklin County","KS","Ottawa",129144.5
"Cherokee County","AL","",116392.416666667
"Cleburne County","AR","",143421.75
"Charlevoix County","MI","",156219.083333333
"Posey County","IN","Evansville",146184.333333333
"Brown County","MN","New Ulm",151100.25
"Iosco County","MI","",85295.1666666667
"Lyon County","MN","Marshall",144672.5
"White County","TN","",116284.666666667
"Clarke County","AL","",96785.8333333333
"Allen Parish","LA","",78800.1666666667
"Union County","OR","La Grande",192700.666666667
"Grayson County","KY","",93556.75
"Decatur County","IN","Greensburg",143418.666666667
"Gladwin County","MI","",113163.25
"Fluvanna County","VA","Charlottesville",211693.916666667
"Adair County","MO","Kirksville",109980.25
"Lee County","VA","",77866.5
"Johnson County","AR","",93424.5833333333
"Montezuma County","CO","",252783.5
"Audrain County","MO","Mexico",93067.5
"Tattnall County","GA","",105661.5
"Seminole County","OK","",54385.75
"Shelby County","TX","",103105.5
"Meade County","SD","Rapid City",211581.833333333
"Abbeville County","SC","Greenwood",112433
"Randolph County","MO","Moberly",88674.6666666667
"Yates County","NY","Rochester",153537.666666667
"Prentiss County","MS","",88986.1666666667
"Tillamook County","OR","",316584.833333333
"Cass County","NE","Omaha-Council Bluffs",188282.083333333
"Hart County","GA","",167089.5
"Wasco County","OR","The Dalles",230280.5
"Washington County","MO","",104367.416666667
"Luna County","NM","Deming",99568.3333333333
"Grady County","GA","",122622.583333333
"Plymouth County","IA","Sioux City",162860.166666667
"Woodford County","KY","Lexington-Fayette",187167.75
"Saline County","IL","",68005.0833333333
"Washington County","FL","",105484.25
"Todd County","MN","",127045.583333333
"Churchill County","NV","Fallon",226781.25
"Gillespie County","TX","Fredericksburg",314306.916666667
"Salem City","VA","Roanoke",168503.916666667
"Jasper County","SC","Hilton Head Island-Bluffton-Beaufort",150952
"Milam County","TX","",122708.666666667
"Miller County","MO","",122051.416666667
"Lincoln County","KY","Danville",98975.75
"Manistee County","MI","",122906.166666667
"Crawford County","MO","",124903.333333333
"Hickman County","TN","Nashville-Davidson--Murfreesboro--Franklin",126588.916666667
"Hertford County","NC","",117795.666666667
"Grant County","KY","Cincinnati",141546.916666667
"White County","IN","",120557.666666667
"Juniata County","PA","",152676.416666667
"Boone County","WV","Charleston",58357.0833333333
"Poinsett County","AR","Jonesboro",61877.6666666667
"Fayette County","TX","",221427.916666667
"Columbia County","AR","Magnolia",80135.25
"Letcher County","KY","",41638.4166666667
"Taylor County","KY","Campbellsville",98093
"Martin County","NC","",81331.25
"Waushara County","WI","",141709.75
"Winston County","AL","",104132.833333333
"Lamoille County","VT","",251427.75
"Roscommon County","MI","",79863.0833333333
"Dawson County","NE","Lexington",111329.666666667
"Fredericksburg City","VA","Washington-Arlington-Alexandria",307107.75
"Fayette County","IN","Connersville",76412.4166666667
"Bremer County","IA","Waterloo-Cedar Falls",161296.416666667
"Upshur County","WV","",108623.166666667
"Sabine Parish","LA","",102272.833333333
"Stark County","ND","Dickinson",257656.916666667
"Scott County","IN","Louisville/Jefferson County",104667.916666667
"Otsego County","MI","",131745.5
"Sumner County","KS","Wichita",89667.5833333333
"Buchanan County","VA","",57566.6666666667
"Lawrence County","SD","Spearfish",223391.166666667
"Brooke County","WV","Weirton-Steubenville",81447.0833333333
"Page County","VA","",154544.333333333
"Menominee County","MI","Marinette",75830.75
"Hampshire County","WV","Winchester",145772.5
"Fairfield County","SC","Columbia",76354.5833333333
"Ohio County","KY","",85138
"Leake County","MS","",95948.5833333333
"Panola County","TX","",139193.5
"Wyoming County","WV","",37701.9166666667
"West Baton Rouge Parish","LA","Baton Rouge",180063
"Meigs County","OH","",68298.8333333333
"Staunton City","VA","Staunton-Waynesboro",151555.416666667
"Houston County","TX","",101197.333333333
"Caswell County","NC","",107768.75
"Iowa County","WI","Madison",169771.916666667
"Fannin County","GA","",228278.166666667
"Butts County","GA","Atlanta-Sandy Springs-Roswell",120823.416666667
"King George County","VA","",285732.666666667
"Antrim County","MI","",161210.166666667
"Currituck County","NC","Virginia Beach-Norfolk-Newport News",315374.833333333
"Wasatch County","UT","Heber",438337.25
"Osceola County","MI","",78675.8333333333
"Routt County","CO","Steamboat Springs",526047.583333333
"Mitchell County","GA","",83250.3333333333
"Ray County","MO","Kansas City",116565.75
"Crisp County","GA","Cordele",93115.4166666667
"Assumption Parish","LA","",140509.75
"Itawamba County","MS","Tupelo",87935.0833333333
"Limestone County","TX","",98635
"Saline County","MO","Marshall",96515.8333333333
"Nodaway County","MO","Maryville",134752.583333333
"Prince Edward County","VA","",162898.083333333
"Starke County","IN","",108852
"Johnson County","KY","",84656.4166666667
"Teller County","CO","Colorado Springs",301909.083333333
"Rowan County","KY","",114724.583333333
"Burke County","GA","Augusta-Richmond County",91842.1666666667
"Meeker County","MN","",149524.5
"Scott County","VA","Kingsport-Bristol-Bristol",81594.4166666667
"Aransas County","TX","Corpus Christi",204242
"Franklin County","IN","",168093.166666667
"Elbert County","CO","Denver-Aurora-Lakewood",506162
"McDonald County","MO","Fayetteville-Springdale-Rogers",108396.416666667
"Monroe County","AL","",62575.1666666667
"Plaquemines Parish","LA","New Orleans-Metairie",275341.5
"Clark County","AR","Arkadelphia",81558.5
"Jersey County","IL","St. Louis",117716.416666667
"Cassia County","ID","Burley",175471.083333333
"Seward County","KS","Liberal",105458.416666667
"Hockley County","TX","Levelland",109870.583333333
"Bibb County","AL","Birmingham-Hoover",117018.166666667
"Randolph County","AL","",94817
"Pointe Coupee Parish","LA","Baton Rouge",194252.75
"Union Parish","LA","Monroe",90246
"Logan County","CO","Sterling",172407.166666667
"Adair County","OK","",73311.6666666667
"Jo Daviess County","IL","",163013.833333333
"Grainger County","TN","Knoxville",131655.583333333
"Payette County","ID","Ontario",182162.666666667
"Barnwell County","SC","",88552.5833333333
"Wyandot County","OH","",98376.5
"Hempstead County","AR","Hope",67071.1666666667
"Emanuel County","GA","",70985.0833333333
"Hopewell City","VA","Richmond",111244
"George County","MS","",116055
"Taylor County","FL","",103123.416666667
"Fairfax City","VA","Washington-Arlington-Alexandria",516244.083333333
"Gray County","TX","Pampa",61854.6666666667
"Yankton County","SD","Yankton",167277.916666667
"Williams County","ND","Williston",251285.416666667
"Mahaska County","IA","Oskaloosa",116305.666666667
"Jerome County","ID","Twin Falls",169381
"Curry County","OR","Brookings",317598.666666667
"Shelby County","IL","",101456.583333333
"Logan County","AR","",77710.8333333333
"Perry County","IL","",69552.0833333333
"Hood River County","OR","Hood River",433651.333333333
"Dawson County","GA","Atlanta-Sandy Springs-Roswell",251078.916666667
"Gage County","NE","Beatrice",101340
"Grant Parish","LA","Alexandria",127589.833333333
"Rockbridge County","VA","",196923.083333333
"Macon County","TN","Nashville-Davidson--Murfreesboro--Franklin",102623.583333333
"Tippah County","MS","",81624.75
"Scott County","TN","",90271.5833333333
"Yell County","AR","Russellville",73199.8333333333
"Hutchinson County","TX","Borger",67869.3333333333
"Fayette County","IL","",79043.5
"Willacy County","TX","Raymondville",64134.8333333333
