"state","county","ownership","resident_count","avg_annual_pay","position"
"Indiana","LaPorte County","Total Covered",2282,40684.01,14
"Indiana","Lawrence County","Total Covered",867,39068.01,15
"Indiana","Madison County","Total Covered",2211,39342.01,14
"Indiana","Marion County","Total Covered",23966,57551.01,13
"Indiana","Marshall County","Total Covered",1043,39182.01,15
"Indiana","Martin County","Total Covered",243,70592.01,13
"Indiana","Miami County","Total Covered",605,37616.01,12
"Indiana","Monroe County","Total Covered",3003,44618.01,13
"Indiana","Montgomery County","Total Covered",845,44393.01,17
"Indiana","Morgan County","Total Covered",1237,37712.01,13
"Indiana","Newton County","Total Covered",277,38423.01,13
"Indiana","Noble County","Total Covered",884,39880.01,12
"Indiana","Ohio County","Total Covered",85,27987.01,11
"Indiana","Orange County","Total Covered",370,34520.01,13
"Indiana","Owen County","Total Covered",313,40122.01,11
"Indiana","Parke County","Total Covered",301,30878.01,12
"Indiana","Perry County","Total Covered",367,41006.01,12
"Indiana","Pike County","Total Covered",188,48621.01,11
"Indiana","Porter County","Total Covered",3670,45490.01,13
"Indiana","Posey County","Total Covered",509,57285.01,12
"Indiana","Pulaski County","Total Covered",352,41187.01,14
"Indiana","Putnam County","Total Covered",688,37269.01,13
"Indiana","Randolph County","Total Covered",502,36411.01,15
"Indiana","Ripley County","Total Covered",730,44510.01,13
"Indiana","Rush County","Total Covered",407,39250.01,11
"Indiana","St. Joseph County","Total Covered",5731,45022.01,17
"Indiana","Scott County","Total Covered",393,36016.01,12
"Indiana","Shelby County","Total Covered",934,43630.01,13
"Indiana","Spencer County","Total Covered",465,39480.01,14
"Indiana","Starke County","Total Covered",329,30916.01,13
"Indiana","Steuben County","Total Covered",960,37021.01,14
"Indiana","Sullivan County","Total Covered",385,40792.01,15
"Indiana","Switzerland County","Total Covered",146,35399.01,18
"Indiana","Tippecanoe County","Total Covered",3446,49917.01,17
"Indiana","Tipton County","Total Covered",318,52167.01,13
"Indiana","Union County","Total Covered",138,32242.01,12
"Indiana","Vanderburgh County","Total Covered",4755,44678.01,18
"Indiana","Vermillion County","Total Covered",307,46489.01,17
"Indiana","Vigo County","Total Covered",2379,40661.01,11
"Indiana","Wabash County","Total Covered",742,37706.01,13
"Indiana","Warren County","Total Covered",143,41588.01,13
"Indiana","Warrick County","Total Covered",1169,47000.01,14
"Indiana","Washington County","Total Covered",470,34173.01,17
"Indiana","Wayne County","Total Covered",1410,39032.01,12
"Indiana","Wells County","Total Covered",622,38765.01,12
"Indiana","White County","Total Covered",651,37863.01,12
"Indiana","Whitley County","Total Covered",706,42646.01,14
"Indiana","Unknown Or Undefined","Total Covered",19454,63556.01,20
"Iowa","Adair County","Total Covered",296,36707.01,12
"Iowa","Adams County","Total Covered",150,0.01,12
"Iowa","Allamakee County","Total Covered",475,35760.01,16
"Iowa","Appanoose County","Total Covered",364,35650.01,16
"Iowa","Audubon County","Total Covered",222,37713.01,14
"Iowa","Benton County","Total Covered",682,39558.01,13
"Iowa","Black Hawk County","Total Covered",3841,47631.01,17
"Iowa","Boone County","Total Covered",729,40873.01,12
"Iowa","Bremer County","Total Covered",723,41903.01,13
"Iowa","Buchanan County","Total Covered",618,38642.01,15
"Iowa","Buena Vista County","Total Covered",658,41623.01,18
"Iowa","Butler County","Total Covered",424,36555.01,13
"Iowa","Calhoun County","Total Covered",323,35834.01,14
"Iowa","Carroll County","Total Covered",971,39374.01,14
"Iowa","Cass County","Total Covered",556,38976.01,11
"Iowa","Cedar County","Total Covered",576,38556.01,12
"Iowa","Cerro Gordo County","Total Covered",1684,41911.01,18
"Iowa","Cherokee County","Total Covered",454,39343.01,15
"Iowa","Chickasaw County","Total Covered",437,42124.01,16
"Iowa","Clarke County","Total Covered",241,39057.01,13
"Iowa","Clay County","Total Covered",737,42609.01,11
"Iowa","Clayton County","Total Covered",629,39934.01,14
"Iowa","Clinton County","Total Covered",1412,40636.01,14
"Iowa","Crawford County","Total Covered",495,42873.01,15
"Iowa","Dallas County","Total Covered",2609,54730.01,13
"Iowa","Davis County","Total Covered",254,36956.01,12
"Iowa","Decatur County","Total Covered",225,32807.01,14
"Iowa","Delaware County","Total Covered",575,42702.01,15
"Iowa","Des Moines County","Total Covered",1376,41624.01,17
"Iowa","Dickinson County","Total Covered",884,37221.01,16
"Iowa","Dubuque County","Total Covered",3308,45570.01,14
"Iowa","Emmet County","Total Covered",336,38515.01,12
"Iowa","Fayette County","Total Covered",682,36466.01,14
"Iowa","Floyd County","Total Covered",504,42121.01,12
"Iowa","Franklin County","Total Covered",385,42105.01,15
"Iowa","Fremont County","Total Covered",269,35465.01,14
"Iowa","Greene County","Total Covered",332,40634.01,13
"Iowa","Grundy County","Total Covered",369,45348.01,13
"Iowa","Guthrie County","Total Covered",374,40731.01,14
"Iowa","Hamilton County","Total Covered",502,40954.01,15
"Iowa","Hancock County","Total Covered",372,44185.01,14
"Iowa","Hardin County","Total Covered",690,39939.01,13
"Iowa","Harrison County","Total Covered",455,38251.01,15
"Iowa","Henry County","Total Covered",628,41968.01,12
"Iowa","Howard County","Total Covered",340,37677.01,13
"Iowa","Humboldt County","Total Covered",366,41627.01,15
"Iowa","Ida County","Total Covered",302,44893.01,10
"Iowa","Iowa County","Total Covered",728,38719.01,11
"Iowa","Jackson County","Total Covered",684,34665.01,14
"Iowa","Jasper County","Total Covered",924,38987.01,13
"Iowa","Jefferson County","Total Covered",781,40141.01,16
"Iowa","Johnson County","Total Covered",4283,51376.01,14
"Iowa","Jones County","Total Covered",636,38831.01,12
"Iowa","Keokuk County","Total Covered",309,37143.01,13
"Iowa","Kossuth County","Total Covered",637,43607.01,14
"Iowa","Lee County","Total Covered",1073,43577.01,10
"Iowa","Linn County","Total Covered",6922,55219.01,11
"Iowa","Louisa County","Total Covered",270,39939.01,13
"Iowa","Lucas County","Total Covered",232,41622.01,12
"Iowa","Lyon County","Total Covered",498,38547.01,11
"Iowa","Madison County","Total Covered",493,37821.01,14
"Iowa","Mahaska County","Total Covered",625,41704.01,14
"Iowa","Marion County","Total Covered",998,49256.01,13
"Iowa","Marshall County","Total Covered",1026,44805.01,15
"Iowa","Mills County","Total Covered",398,43605.01,12
"Iowa","Mitchell County","Total Covered",388,41963.01,15
"Iowa","Monona County","Total Covered",300,35186.01,13
"Iowa","Monroe County","Total Covered",243,49087.01,13
"Iowa","Montgomery County","Total Covered",386,40017.01,17
"Iowa","Muscatine County","Total Covered",1190,49567.01,16
"Iowa","Obrien County","Total Covered",598,37379.01,13
"Iowa","Osceola County","Total Covered",255,39449.01,14
"Iowa","Page County","Total Covered",488,39412.01,11
"Iowa","Palo Alto County","Total Covered",352,36754.01,16
"Iowa","Plymouth County","Total Covered",820,47104.01,15
"Iowa","Pocahontas County","Total Covered",286,46491.01,17
"Iowa","Polk County","Total Covered",17668,57186.01,11
"Iowa","Pottawattamie County","Total Covered",2541,42316.01,20
"Iowa","Poweshiek County","Total Covered",663,42500.01,16
"Iowa","Ringgold County","Total Covered",187,36138.01,15
"Iowa","Sac County","Total Covered",388,37974.01,10
"Iowa","Scott County","Total Covered",5692,45758.01,12
"Iowa","Shelby County","Total Covered",444,39904.01,13
"Iowa","Sioux County","Total Covered",1480,42147.01,12
"Iowa","Story County","Total Covered",2631,50169.01,12
"Iowa","Tama County","Total Covered",429,38379.01,11
"Iowa","Taylor County","Total Covered",184,37056.01,13
"Iowa","Union County","Total Covered",433,38133.01,12
"Iowa","Van Buren County","Total Covered",212,36066.01,16
"Iowa","Wapello County","Total Covered",880,40501.01,14
"Iowa","Warren County","Total Covered",1106,39565.01,13
"Iowa","Washington County","Total Covered",782,36319.01,17
"Iowa","Wayne County","Total Covered",195,38506.01,12
"Iowa","Webster County","Total Covered",1206,45069.01,14
"Iowa","Winnebago County","Total Covered",399,36334.01,16
"Iowa","Winneshiek County","Total Covered",743,40118.01,17
"Iowa","Woodbury County","Total Covered",3237,41615.01,15
"Iowa","Worth County","Total Covered",240,36417.01,12
"Iowa","Wright County","Total Covered",500,43541.01,13
"Iowa","Unknown Or Undefined","Total Covered",3,0.01,20
"Kansas","Allen County","Total Covered",373,34537.01,12
"Kansas","Anderson County","Total Covered",227,33115.01,15
"Kansas","Atchison County","Total Covered",394,41092.01,15
"Kansas","Barber County","Total Covered",221,34007.01,13
"Kansas","Barton County","Total Covered",965,37294.01,13
"Kansas","Bourbon County","Total Covered",357,34361.01,14
"Kansas","Brown County","Total Covered",342,39705.01,12
"Kansas","Butler County","Total Covered",1424,38477.01,13
"Kansas","Chase County","Total Covered",86,34548.01,12
"Kansas","Chautauqua County","Total Covered",99,29628.01,17
"Kansas","Cherokee County","Total Covered",397,39922.01,15
"Kansas","Cheyenne County","Total Covered",125,32590.01,15
"Kansas","Clark County","Total Covered",85,38266.01,12
"Kansas","Clay County","Total Covered",284,31205.01,11
"Kansas","Cloud County","Total Covered",297,29623.01,12
"Kansas","Coffey County","Total Covered",266,65286.01,13
"Kansas","Comanche County","Total Covered",96,28143.01,15
"Kansas","Cowley County","Total Covered",775,38443.01,13
"Kansas","Crawford County","Total Covered",978,35175.01,15
"Kansas","Decatur County","Total Covered",136,27742.01,14
"Kansas","Dickinson County","Total Covered",509,33158.01,16
"Kansas","Doniphan County","Total Covered",208,35268.01,15
"Kansas","Douglas County","Total Covered",3064,39148.01,14
"Kansas","Edwards County","Total Covered",139,35884.01,14
"Kansas","Elk County","Total Covered",93,25004.01,10
"Kansas","Ellis County","Total Covered",1115,37693.01,12
"Kansas","Ellsworth County","Total Covered",189,36104.01,16
"Kansas","Finney County","Total Covered",1105,40317.01,13
"Kansas","Ford County","Total Covered",847,40918.01,11
"Kansas","Franklin County","Total Covered",625,37859.01,15
"Kansas","Geary County","Total Covered",693,40043.01,12
"Kansas","Gove County","Total Covered",153,33292.01,11
"Kansas","Graham County","Total Covered",113,34731.01,13
"Kansas","Grant County","Total Covered",245,45683.01,12
"Kansas","Gray County","Total Covered",482,36588.01,11
"Kansas","Greeley County","Total Covered",70,31924.01,14
"Kansas","Greenwood County","Total Covered",215,31516.01,16
"Kansas","Hamilton County","Total Covered",98,36923.01,15
"Kansas","Harper County","Total Covered",212,37206.01,13
"Kansas","Harvey County","Total Covered",765,38028.01,13
"Kansas","Haskell County","Total Covered",167,41689.01,14
"Kansas","Hodgeman County","Total Covered",80,32370.01,15
"Kansas","Jackson County","Total Covered",316,33339.01,14
"Kansas","Jefferson County","Total Covered",380,36098.01,16
"Kansas","Jewell County","Total Covered",106,29800.01,13
"Kansas","Johnson County","Total Covered",23591,56783.01,14
"Kansas","Kearny County","Total Covered",133,35890.01,13
"Kansas","Kingman County","Total Covered",240,35112.01,14
"Kansas","Kiowa County","Total Covered",109,28964.01,12
"Kansas","Labette County","Total Covered",476,36647.01,14
"Kansas","Lane County","Total Covered",86,38744.01,11
"Kansas","Leavenworth County","Total Covered",1417,45394.01,18
"Kansas","Lincoln County","Total Covered",111,33307.01,14
"Kansas","Linn County","Total Covered",250,42954.01,11
"Kansas","Logan County","Total Covered",133,32030.01,12
"Kansas","Lyon County","Total Covered",845,35509.01,11
"Kansas","Mcpherson County","Total Covered",933,44576.01,16
"Kansas","Marion County","Total Covered",329,31968.01,13
"Kansas","Marshall County","Total Covered",388,37038.01,15
"Kansas","Meade County","Total Covered",157,41424.01,12
"Kansas","Miami County","Total Covered",799,37729.01,12
"Kansas","Mitchell County","Total Covered",266,34826.01,15
"Kansas","Montgomery County","Total Covered",1728,36454.01,17
"Kansas","Morris County","Total Covered",157,30513.01,13
"Kansas","Morton County","Total Covered",103,35165.01,13
"Kansas","Nemaha County","Total Covered",403,38333.01,13
"Kansas","Neosho County","Total Covered",476,36163.01,13
"Kansas","Ness County","Total Covered",153,37186.01,11
"Kansas","Norton County","Total Covered",202,36959.01,13
"Kansas","Osage County","Total Covered",319,28289.01,12
"Kansas","Osborne County","Total Covered",185,33213.01,14
"Kansas","Ottawa County","Total Covered",175,30401.01,13
"Kansas","Pawnee County","Total Covered",223,36322.01,13
"Kansas","Phillips County","Total Covered",252,35443.01,15
"Kansas","Pottawatomie County","Total Covered",644,40432.01,19
"Kansas","Pratt County","Total Covered",363,39291.01,12
"Kansas","Rawlins County","Total Covered",126,33967.01,14
"Kansas","Reno County","Total Covered",1621,37786.01,11
"Kansas","Republic County","Total Covered",219,29649.01,15
"Kansas","Rice County","Total Covered",323,39614.01,11
"Kansas","Riley County","Total Covered",1702,38508.01,12
"Kansas","Rooks County","Total Covered",208,34244.01,12
"Kansas","Rush County","Total Covered",111,33825.01,11
"Kansas","Russell County","Total Covered",298,33867.01,14
"Kansas","Saline County","Total Covered",1489,39130.01,13
"Kansas","Scott County","Total Covered",261,38298.01,12
"Kansas","Sedgwick County","Total Covered",12595,47764.01,15
"Kansas","Seward County","Total Covered",594,40949.01,13
"Kansas","Shawnee County","Total Covered",5081,46140.01,14
"Kansas","Sheridan County","Total Covered",130,37464.01,15
"Kansas","Sherman County","Total Covered",250,35825.01,14
"Kansas","Smith County","Total Covered",164,30733.01,12
"Kansas","Stafford County","Total Covered",182,32277.01,15
"Kansas","Stanton County","Total Covered",103,39962.01,14
"Kansas","Stevens County","Total Covered",192,36099.01,14
"Kansas","Sumner County","Total Covered",529,35152.01,13
"Kansas","Thomas County","Total Covered",402,36140.01,13
"Kansas","Trego County","Total Covered",129,34792.01,12
"Kansas","Wabaunsee County","Total Covered",177,33174.01,16
"Kansas","Wallace County","Total Covered",92,32451.01,14
"Kansas","Washington County","Total Covered",284,28586.01,17
"Kansas","Wichita County","Total Covered",113,42891.01,14
"Kansas","Wilson County","Total Covered",245,35848.01,13
"Kansas","Woodson County","Total Covered",101,27919.01,14
"Kansas","Wyandotte County","Total Covered",3459,53444.01,16
"Kansas","Unknown Or Undefined","Total Covered",2064,65435.01,20
"Kentucky","Adair County","Total Covered",390,32590.01,12
"Kentucky","Allen County","Total Covered",297,35828.01,12
"Kentucky","Anderson County","Total Covered",418,37266.01,15
"Kentucky","Ballard County","Total Covered",167,46192.01,14
"Kentucky","Barren County","Total Covered",1034,36165.01,13
"Kentucky","Bath County","Total Covered",193,35868.01,11
"Kentucky","Bell County","Total Covered",561,34304.01,11
"Kentucky","Boone County","Total Covered",4467,47158.01,12
"Kentucky","Bourbon County","Total Covered",536,41144.01,14
"Kentucky","Boyd County","Total Covered",1591,47251.01,11
"Kentucky","Boyle County","Total Covered",836,40524.01,12
"Kentucky","Bracken County","Total Covered",159,36382.01,14
"Kentucky","Breathitt County","Total Covered",319,34483.01,16
"Kentucky","Breckinridge County","Total Covered",364,33492.01,19
"Kentucky","Bullitt County","Total Covered",1326,39775.01,14
"Kentucky","Butler County","Total Covered",260,35265.01,13
"Kentucky","Caldwell County","Total Covered",345,34165.01,15
"Kentucky","Calloway County","Total Covered",1020,35944.01,15
"Kentucky","Campbell County","Total Covered",2261,43968.01,15
"Kentucky","Carlisle County","Total Covered",134,31323.01,15
"Kentucky","Carroll County","Total Covered",309,56342.01,14
"Kentucky","Carter County","Total Covered",546,33001.01,13
"Kentucky","Casey County","Total Covered",291,31179.01,12
"Kentucky","Christian County","Total Covered",1674,42431.01,16
"Kentucky","Clark County","Total Covered",849,42461.01,12
"Kentucky","Clay County","Total Covered",375,36036.01,11
"Kentucky","Clinton County","Total Covered",257,30351.01,14
"Kentucky","Crittenden County","Total Covered",175,32091.01,17
"Kentucky","Cumberland County","Total Covered",141,35781.01,17
"Kentucky","Daviess County","Total Covered",2918,42010.01,14
"Kentucky","Edmonson County","Total Covered",157,33056.01,15
"Kentucky","Elliott County","Total Covered",92,32248.01,14
"Kentucky","Estill County","Total Covered",220,34159.01,13
"Kentucky","Fayette County","Total Covered",11073,48800.01,14
"Kentucky","Fleming County","Total Covered",321,35304.01,14
"Kentucky","Floyd County","Total Covered",980,39321.01,12
"Kentucky","Franklin County","Total Covered",1952,44175.01,15
"Kentucky","Fulton County","Total Covered",195,32116.01,13
"Kentucky","Gallatin County","Total Covered",145,50305.01,15
"Kentucky","Garrard County","Total Covered",309,35866.01,14
"Kentucky","Grant County","Total Covered",482,39807.01,12
"Kentucky","Graves County","Total Covered",865,37986.01,13
"Kentucky","Grayson County","Total Covered",606,34607.01,14
"Kentucky","Green County","Total Covered",183,31092.01,12
"Kentucky","Greenup County","Total Covered",600,41674.01,14
"Kentucky","Hancock County","Total Covered",182,69031.01,14
"Kentucky","Hardin County","Total Covered",2923,42721.01,13
"Kentucky","Harlan County","Total Covered",494,35514.01,13
"Kentucky","Harrison County","Total Covered",340,41773.01,15
"Kentucky","Hart County","Total Covered",333,36379.01,11
"Kentucky","Henderson County","Total Covered",1181,43416.01,16
"Kentucky","Henry County","Total Covered",301,38029.01,12
"Kentucky","Hickman County","Total Covered",98,31000.01,14
"Kentucky","Hopkins County","Total Covered",1089,41853.01,14
"Kentucky","Jackson County","Total Covered",154,32938.01,14
"Kentucky","Jefferson County","Total Covered",25348,54962.01,16
"Kentucky","Jessamine County","Total Covered",1308,39792.01,16
"Kentucky","Johnson County","Total Covered",504,33611.01,14
"Kentucky","Kenton County","Total Covered",4227,55823.01,13
"Kentucky","Knott County","Total Covered",255,31887.01,12
"Kentucky","Knox County","Total Covered",574,33822.01,11
"Kentucky","Larue County","Total Covered",267,33249.01,12
"Kentucky","Laurel County","Total Covered",1543,36828.01,13
"Kentucky","Lawrence County","Total Covered",271,34830.01,15
"Kentucky","Lee County","Total Covered",158,33683.01,10
"Kentucky","Leslie County","Total Covered",163,38030.01,13
"Kentucky","Letcher County","Total Covered",438,34553.01,14
"Kentucky","Lewis County","Total Covered",201,31765.01,12
"Kentucky","Lincoln County","Total Covered",413,32953.01,14
"Kentucky","Livingston County","Total Covered",197,44468.01,17
"Kentucky","Logan County","Total Covered",609,44871.01,12
"Kentucky","Lyon County","Total Covered",219,31771.01,11
"Kentucky","McCracken County","Total Covered",2447,43879.01,16
"Kentucky","McCreary County","Total Covered",261,35518.01,15
"Kentucky","McLean County","Total Covered",214,37633.01,13
"Kentucky","Madison County","Total Covered",2039,40471.01,14
"Kentucky","Magoffin County","Total Covered",204,30718.01,15
"Kentucky","Marion County","Total Covered",470,41265.01,13
"Kentucky","Marshall County","Total Covered",806,51570.01,15
"Kentucky","Martin County","Total Covered",194,44147.01,13
"Kentucky","Mason County","Total Covered",517,41026.01,12
"Kentucky","Meade County","Total Covered",417,37601.01,12
"Kentucky","Menifee County","Total Covered",101,32163.01,14
"Kentucky","Mercer County","Total Covered",466,49359.01,13
"Kentucky","Metcalfe County","Total Covered",178,35271.01,15
"Kentucky","Monroe County","Total Covered",270,33052.01,13
"Kentucky","Montgomery County","Total Covered",673,39871.01,17
"Kentucky","Morgan County","Total Covered",217,35269.01,13
"Kentucky","Muhlenberg County","Total Covered",624,41432.01,17
"Kentucky","Nelson County","Total Covered",1201,42154.01,13
"Kentucky","Nicholas County","Total Covered",97,29575.01,15
"Kentucky","Ohio County","Total Covered",427,36803.01,11
"Kentucky","Oldham County","Total Covered",1613,44594.01,13
"Kentucky","Owen County","Total Covered",128,41075.01,11
"Kentucky","Owsley County","Total Covered",90,28359.01,13
"Kentucky","Pendleton County","Total Covered",217,39453.01,16
"Kentucky","Perry County","Total Covered",824,38857.01,12
"Kentucky","Pike County","Total Covered",1490,43218.01,11
"Kentucky","Powell County","Total Covered",237,30941.01,13
"Kentucky","Pulaski County","Total Covered",1676,36221.01,14
"Kentucky","Robertson County","Total Covered",52,27790.01,16
"Kentucky","Rockcastle County","Total Covered",245,34413.01,17
"Kentucky","Rowan County","Total Covered",603,35264.01,12
"Kentucky","Russell County","Total Covered",415,31986.01,14
"Kentucky","Scott County","Total Covered",1221,53785.01,12
"Kentucky","Shelby County","Total Covered",1179,39799.01,13
"Kentucky","Simpson County","Total Covered",490,40236.01,14
"Kentucky","Spencer County","Total Covered",299,34114.01,14
"Kentucky","Taylor County","Total Covered",726,33867.01,13
"Kentucky","Todd County","Total Covered",248,32259.01,11
"Kentucky","Trigg County","Total Covered",274,32334.01,12
"Kentucky","Trimble County","Total Covered",124,50832.01,14
"Kentucky","Union County","Total Covered",334,44428.01,12
"Kentucky","Warren County","Total Covered",3796,42434.01,13
"Kentucky","Washington County","Total Covered",303,40172.01,17
"Kentucky","Wayne County","Total Covered",348,30723.01,12
"Kentucky","Webster County","Total Covered",248,48084.01,14
"Kentucky","Whitley County","Total Covered",835,38316.01,14
"Kentucky","Wolfe County","Total Covered",130,29457.01,12
"Kentucky","Woodford County","Total Covered",768,44042.01,15
"Kentucky","Unknown Or Undefined","Total Covered",5409,66505.01,20
"Louisiana","Acadia Parish","Total Covered",1300,36129.01,13
"Louisiana","Allen Parish","Total Covered",419,39049.01,12
"Louisiana","Ascension Parish","Total Covered",2940,55540.01,16
"Louisiana","Assumption Parish","Total Covered",315,42204.01,17
"Louisiana","Avoyelles Parish","Total Covered",875,31772.01,16
"Louisiana","Beauregard Parish","Total Covered",728,40733.01,17
"Louisiana","Bienville Parish","Total Covered",304,38696.01,16
"Louisiana","Bossier Parish","Total Covered",2925,40775.01,14
"Louisiana","Caddo Parish","Total Covered",7240,44350.01,12
"Louisiana","Calcasieu Parish","Total Covered",5358,50419.01,16
"Louisiana","Caldwell Parish","Total Covered",219,34104.01,15
"Louisiana","Cameron Parish","Total Covered",169,90438.01,14
"Louisiana","Catahoula Parish","Total Covered",245,31284.01,16
"Louisiana","Claiborne Parish","Total Covered",280,37384.01,16
"Louisiana","Concordia Parish","Total Covered",441,33695.01,16
"Louisiana","De Soto Parish","Total Covered",540,51533.01,14
"Louisiana","East Baton Rouge Parish","Total Covered",15712,53012.01,23
"Louisiana","East Carroll Parish","Total Covered",182,30560.01,19
"Louisiana","East Feliciana Parish","Total Covered",342,42247.01,21
"Louisiana","Evangeline Parish","Total Covered",631,34644.01,17
"Louisiana","Franklin Parish","Total Covered",430,30523.01,15
"Louisiana","Grant Parish","Total Covered",229,39847.01,12
"Louisiana","Iberia Parish","Total Covered",1875,47958.01,13
"Louisiana","Iberville Parish","Total Covered",750,70906.01,16
"Louisiana","Jackson Parish","Total Covered",291,39530.01,14
"Louisiana","Jefferson Parish","Total Covered",13977,49260.01,16
"Louisiana","Jefferson Davis Parish","Total Covered",747,36427.01,22
"Louisiana","Lafayette Parish","Total Covered",9749,47409.01,16
"Louisiana","Lafourche Parish","Total Covered",2026,49851.01,16
"Louisiana","LaSalle Parish","Total Covered",435,37899.01,14
"Louisiana","Lincoln Parish","Total Covered",1281,36199.01,14
"Louisiana","Livingston Parish","Total Covered",2271,37527.01,17
"Louisiana","Madison Parish","Total Covered",268,30380.01,14
"Louisiana","Morehouse Parish","Total Covered",535,33645.01,16
"Louisiana","Natchitoches Parish","Total Covered",944,35321.01,19
"Louisiana","Orleans Parish","Total Covered",12955,52380.01,14
"Louisiana","Ouachita Parish","Total Covered",4739,40424.01,15
"Louisiana","Plaquemines Parish","Total Covered",780,67340.01,18
"Louisiana","Pointe Coupee Parish","Total Covered",477,40112.01,20
"Louisiana","Rapides Parish","Total Covered",3679,40425.01,14
"Louisiana","Red River Parish","Total Covered",187,40933.01,16
"Louisiana","Richland Parish","Total Covered",515,33847.01,15
"Louisiana","Sabine Parish","Total Covered",566,35203.01,13
"Louisiana","St. Bernard Parish","Total Covered",811,48389.01,18
"Louisiana","St. Charles Parish","Total Covered",1236,70229.01,18
"Louisiana","St. Helena Parish","Total Covered",124,36490.01,17
"Louisiana","St. James Parish","Total Covered",414,70492.01,16
"Louisiana","St. John the Baptist Parish","Total Covered",923,58790.01,27
"Louisiana","St. Landry Parish","Total Covered",1898,36437.01,17
"Louisiana","St. Martin Parish","Total Covered",998,40633.01,17
"Louisiana","St. Mary Parish","Total Covered",1437,49028.01,15
"Louisiana","St. Tammany Parish","Total Covered",8452,46794.01,18
"Louisiana","Tangipahoa Parish","Total Covered",2996,35667.01,17
"Louisiana","Tensas Parish","Total Covered",144,33632.01,13
"Louisiana","Terrebonne Parish","Total Covered",3245,50750.01,17
"Louisiana","Union Parish","Total Covered",394,31965.01,12
"Louisiana","Vermilion Parish","Total Covered",1187,40373.01,16
"Louisiana","Vernon Parish","Total Covered",937,38949.01,13
"Louisiana","Washington Parish","Total Covered",798,35032.01,17
"Louisiana","Webster Parish","Total Covered",926,38832.01,14
"Louisiana","West Baton Rouge Parish","Total Covered",727,53094.01,23
"Louisiana","West Carroll Parish","Total Covered",217,42377.01,19
"Louisiana","West Feliciana Parish","Total Covered",267,53992.01,21
"Louisiana","Winn Parish","Total Covered",334,36228.01,11
"Louisiana","Unknown Or Undefined","Total Covered",2671,63646.01,20
"Maine","Androscoggin County","Total Covered",3110,42461.01,19
"Maine","Aroostook County","Total Covered",2346,38371.01,16
"Maine","Cumberland County","Total Covered",13881,51833.01,17
"Maine","Franklin County","Total Covered",942,35847.01,15
"Maine","Hancock County","Total Covered",2623,38710.01,14
"Maine","Kennebec County","Total Covered",3860,43065.01,15
"Maine","Knox County","Total Covered",1999,39998.01,11
"Maine","Lincoln County","Total Covered",1573,37025.01,14
"Maine","Oxford County","Total Covered",1571,37640.01,13
"Maine","Penobscot County","Total Covered",4608,42354.01,16
"Maine","Piscataquis County","Total Covered",538,34672.01,18
"Maine","Sagadahoc County","Total Covered",1134,49368.01,16
"Maine","Somerset County","Total Covered",1416,40386.01,15
"Maine","Waldo County","Total Covered",1213,39089.01,12
"Maine","Washington County","Total Covered",1081,37050.01,17
"Maine","York County","Total Covered",6838,45296.01,11
"Maine","Unknown Or Undefined","Total Covered",4125,68208.01,20
"Maryland","Allegany County","Total Covered",1577,39040.01,15
"Maryland","Anne Arundel County","Total Covered",15343,59233.01,19
"Maryland","Baltimore County","Total Covered",21359,56557.01,16
"Maryland","Calvert County","Total Covered",1863,50755.01,14
"Maryland","Caroline County","Total Covered",689,41802.01,15
"Maryland","Carroll County","Total Covered",4581,43407.01,14
"Maryland","Cecil County","Total Covered",1920,48650.01,12
"Maryland","Charles County","Total Covered",2847,46280.01,14
"Maryland","Dorchester County","Total Covered",717,40029.01,17
"Maryland","Frederick County","Total Covered",6482,51106.01,16
"Maryland","Garrett County","Total Covered",928,35445.01,14
"Maryland","Harford County","Total Covered",5860,52437.01,14
"Maryland","Howard County","Total Covered",10091,68293.01,13
"Maryland","Kent County","Total Covered",724,41425.01,11
"Maryland","Montgomery County","Total Covered",33041,75650.01,17
"Maryland","Prince George's County","Total Covered",16230,58219.01,22
"Maryland","Queen Anne's County","Total Covered",1479,40926.01,19
"Maryland","St. Mary's County","Total Covered",2179,67427.01,17
"Maryland","Somerset County","Total Covered",470,43908.01,15
"Maryland","Talbot County","Total Covered",1560,43039.01,13
"Maryland","Washington County","Total Covered",3509,43561.01,17
"Maryland","Wicomico County","Total Covered",2597,43586.01,15
"Maryland","Worcester County","Total Covered",2210,34375.01,16
"Maryland","Baltimore City","Total Covered",13718,65743.01,14
"Maryland","Unknown Or Undefined","Total Covered",21385,93523.01,20
"Massachusetts","Barnstable County","Total Covered",9485,47903.01,17
"Massachusetts","Berkshire County","Total Covered",5199,47111.01,16
"Massachusetts","Bristol County","Total Covered",17840,50349.01,14
"Massachusetts","Dukes County","Total Covered",1299,52093.01,12
"Massachusetts","Essex County","Total Covered",26479,60294.01,12
"Massachusetts","Franklin County","Total Covered",2510,42487.01,15
"Massachusetts","Hampden County","Total Covered",18673,49472.01,14
"Massachusetts","Hampshire County","Total Covered",4885,48558.01,16
"Massachusetts","Middlesex County","Total Covered",55720,85538.01,16
"Massachusetts","Nantucket County","Total Covered",1139,57559.01,16
"Massachusetts","Norfolk County","Total Covered",25373,66133.01,14
"Massachusetts","Plymouth County","Total Covered",16227,52676.01,15
"Massachusetts","Suffolk County","Total Covered",30732,100514.01,14
"Massachusetts","Worcester County","Total Covered",26001,55302.01,16
